Rk,Tm,Year,Date,Time,LTime,,Opp,Week,G#,Day,Result,OT,Att,Yds,Y/A,TD
1,DEN,2000,2000-10-22,1:00,1:00,@,CIN,8,8,Sun,L 21-31,,37,407,11.00,4
2,CIN,2020,2021-01-03,1:00,1:00,,BAL,17,16,Sun,L 3-38,,54,404,7.48,2
3,SDG,2007,2007-11-04,1:05,12:05,@,MIN,9,8,Sun,L 17-35,,43,378,8.79,4
4,IND,2006,2006-12-10,1:03,1:03,@,JAX,14,13,Sun,L 17-44,,42,375,8.93,4
5,SDG,2014,2014-12-20,8:26,5:26,@,SFO,16,15,Sat,W 38-35,OT,40,355,8.88,3
6,IND,2012,2012-12-23,1:03,12:03,@,KAN,16,15,Sun,W 20-13,,44,352,8.00,1
7,KAN,2009,2009-12-20,1:00,12:00,,CLE,15,14,Sun,L 34-41,,49,351,7.16,3
8,NYG,2014,2014-11-09,4:26,1:26,@,SEA,10,9,Sun,L 17-38,,45,350,7.78,5
9,CLE,2003,2003-09-14,1:02,1:02,@,BAL,2,2,Sun,L 13-33,,41,343,8.37,2
10,CAR,2001,2001-11-11,1:02,12:02,@,STL,9,9,Sun,L 14-48,,41,337,8.22,4
11,KAN,2008,2008-10-19,1:00,12:00,,TEN,7,6,Sun,L 10-34,,40,332,8.30,4
12,DEN,2010,2010-10-24,4:15,2:15,,OAK,7,7,Sun,L 14-59,,52,328,6.31,5
13,DEN,2018,2018-10-07,1:00,1:00,@,NYJ,5,5,Sun,L 16-34,,38,323,8.50,1
14,HOU,2005,2005-10-16,8:38,5:38,@,SEA,6,5,Sun,L 10-42,,42,320,7.62,5
15,OAK,2001,2001-11-11,8:36,5:36,@,SEA,9,8,Sun,L 27-34,,42,319,7.60,3
16,BUF,2009,2009-10-18,4:15,4:15,@,NYJ,6,6,Sun,W 16-13,OT,40,318,7.95,1
17,DET,2008,2008-09-07,1:04,1:04,@,ATL,1,1,Sun,L 21-34,,42,318,7.57,3
18,DEN,2009,2010-01-03,4:15,2:15,,KAN,17,16,Sun,L 24-44,,35,317,9.06,3
19,OAK,2009,2009-10-25,4:05,1:05,,NYJ,7,7,Sun,L 0-38,,54,316,5.85,4
20,SFO,2016,2016-10-16,1:02,1:02,@,BUF,6,6,Sun,L 16-45,,44,313,7.11,4
21,BUF,2012,2012-10-07,4:25,1:25,@,SFO,5,5,Sun,L 3-45,,38,311,8.18,3
22,CHI,2007,2007-10-14,1:02,12:02,,MIN,6,6,Sun,L 31-34,,43,311,7.23,3
23,DET,2009,2009-12-13,1:02,1:02,@,BAL,14,13,Sun,L 3-48,,40,308,7.70,5
24,DAL,2020,2020-10-04,1:00,12:00,,CLE,4,4,Sun,L 38-49,,40,307,7.68,3
25,DAL,2000,2000-09-03,4:05,3:05,,PHI,1,1,Sun,L 14-41,,46,306,6.65,3
26,TAM,2006,2006-09-17,1:05,1:05,@,ATL,2,2,Sun,L 3-14,,44,306,6.95,1
27,JAX,2009,2009-11-01,4:05,3:05,@,TEN,8,7,Sun,L 13-30,,49,305,6.22,2
28,CLE,2006,2006-12-07,8:04,8:04,@,PIT,14,13,Thu,L 7-27,,52,303,5.83,2
29,CAR,2008,2008-12-21,8:23,8:23,@,NYG,16,15,Sun,L 28-34,OT,41,301,7.34,3
30,SEA,2000,2000-11-26,4:16,1:16,,DEN,13,12,Sun,L 31-38,,41,301,7.34,3
31,KAN,2008,2008-09-14,1:00,12:00,,OAK,2,2,Sun,L 8-23,,47,300,6.38,2
32,DET,2013,2013-12-08,1:02,1:02,@,PHI,14,13,Sun,L 20-34,,46,299,6.50,4
33,MIA,2007,2007-09-30,1:32,1:32,,OAK,4,4,Sun,L 17-35,,49,299,6.10,3
34,OAK,2011,2011-11-06,4:05,1:05,,DEN,9,8,Sun,L 24-38,,39,299,7.67,2
35,TAM,2008,2008-12-08,8:36,8:36,@,CAR,14,13,Mon,L 23-38,,37,299,8.08,4
36,BUF,2017,2017-11-12,1:00,1:00,,NOR,10,9,Sun,L 10-47,,48,298,6.21,6
37,CLE,2018,2018-12-30,4:25,1:00,@,BAL,17,16,Sun,L 24-26,,47,296,6.30,2
38,NYJ,2007,2007-11-04,1:02,1:02,,WAS,9,9,Sun,L 20-23,OT,48,296,6.17,1
39,NYG,2002,2002-10-28,9:08,9:08,@,PHI,8,7,Mon,L 3-17,,40,295,7.38,1
40,DAL,2020,2020-12-08,8:05,8:05,@,BAL,13,12,Tue,L 17-34,,37,294,7.95,2
41,MIA,2017,2017-11-13,8:30,8:30,@,CAR,10,9,Mon,L 21-45,,36,294,8.17,2
42,STL,2011,2011-10-23,4:15,3:15,@,DAL,7,6,Sun,L 7-34,,34,294,8.65,2
43,ARI,2000,2000-12-03,1:02,1:02,@,CIN,14,13,Sun,L 13-24,,54,292,5.41,2
44,DET,2008,2008-11-27,12:37,12:37,,TEN,13,12,Thu,L 10-47,,46,292,6.35,4
45,CLE,2011,2011-12-04,4:05,4:05,,BAL,13,12,Sun,L 10-24,,55,290,5.27,2
46,BUF,2007,2007-12-23,1:02,1:02,,NYG,16,15,Sun,L 21-38,,47,289,6.15,3
47,CHI,2013,2013-12-22,8:30,8:30,@,PHI,16,15,Sun,L 11-54,,36,289,8.03,4
48,DEN,2008,2008-12-28,8:23,5:23,@,SDG,17,16,Sun,L 21-52,,42,289,6.88,5
49,HOU,2020,2021-01-03,4:25,3:25,,TEN,17,16,Sun,L 38-41,,41,288,7.02,4
50,JAX,2019,2019-10-06,1:00,1:00,@,CAR,5,5,Sun,L 27-34,,27,285,10.56,3
51,MIN,2005,2005-10-02,4:17,4:17,@,ATL,4,4,Sun,L 10-30,,41,285,6.95,2
52,LAR,2019,2019-11-25,8:15,5:15,,BAL,12,11,Mon,L 6-45,,48,285,5.94,1
53,ARI,2012,2012-12-09,4:26,1:26,@,SEA,14,13,Sun,L 0-58,,42,284,6.76,4
54,NOR,2000,2000-12-03,1:02,12:02,,DEN,14,13,Sun,L 23-38,,49,283,5.78,4
55,PHI,2015,2015-11-22,1:02,1:02,,TAM,11,10,Sun,L 17-45,,42,283,6.74,0
56,JAX,2007,2007-09-09,1:04,1:04,,TEN,1,1,Sun,L 10-13,,49,282,5.76,1
57,NOR,2006,2006-11-26,1:05,1:05,@,ATL,12,11,Sun,W 31-13,,45,281,6.24,1
58,TEN,2018,2018-11-26,8:15,7:15,@,HOU,12,11,Mon,L 17-34,,34,281,8.26,2
59,CLE,2016,2016-12-18,1:00,1:00,@,BUF,15,14,Sun,L 13-33,,40,280,7.00,3
60,KAN,2002,2002-12-28,5:15,2:15,@,OAK,17,16,Sat,L 0-24,,60,280,4.67,2
61,NWE,2013,2013-11-24,8:30,8:30,,DEN,12,11,Sun,W 34-31,OT,48,280,5.83,1
62,OAK,2012,2012-11-04,4:05,1:05,,TAM,9,8,Sun,L 32-42,,32,278,8.69,4
63,MIA,2014,2014-12-01,8:30,8:30,@,NYJ,13,12,Mon,W 16-13,,49,277,5.65,1
64,OAK,2008,2008-12-14,4:15,1:15,,NWE,15,14,Sun,L 26-49,,39,277,7.10,2
65,BUF,2010,2011-01-02,1:03,1:03,@,NYJ,17,16,Sun,L 7-38,,50,276,5.52,2
66,CLE,2003,2003-12-21,1:03,1:03,,BAL,16,15,Sun,L 0-35,,41,276,6.73,3
67,CHI,2004,2004-11-21,1:02,12:02,,IND,11,10,Sun,L 10-41,,39,275,7.05,1
68,CIN,2001,2001-10-07,1:02,1:02,@,PIT,4,4,Sun,L 7-16,,40,275,6.88,1
69,CLE,2019,2019-10-07,8:15,5:15,@,SFO,5,5,Mon,L 3-31,,40,275,6.88,2
70,DET,2020,2020-11-08,1:00,3:00,@,MIN,9,8,Sun,L 20-34,,34,275,8.09,2
71,MIA,2004,2004-11-01,9:08,9:08,@,NYJ,8,8,Mon,L 14-41,,41,275,6.71,2
72,BUF,2010,2010-10-31,1:08,12:08,@,KAN,8,7,Sun,L 10-13,OT,45,274,6.09,0
73,DAL,2012,2012-12-30,8:31,8:31,@,WAS,17,16,Sun,L 18-28,,42,274,6.52,4
74,DET,2007,2007-12-16,4:15,1:15,@,SDG,15,14,Sun,L 14-51,,53,274,5.17,4
75,BUF,2010,2010-10-03,1:02,1:02,,NYJ,4,4,Sun,L 14-38,,49,273,5.57,2
76,BUF,2018,2018-12-23,1:00,1:00,@,NWE,16,15,Sun,L 12-24,,47,273,5.81,2
77,JAX,2020,2021-01-03,4:25,4:25,@,IND,17,16,Sun,L 14-28,,37,273,7.38,2
78,JAX,2021,2021-12-26,1:00,1:00,@,NYJ,16,15,Sun,L 21-26,,36,273,7.58,1
79,NOR,2012,2012-09-23,1:02,12:02,,KAN,3,3,Sun,L 24-27,OT,45,273,6.07,1
80,NOR,2012,2012-12-30,1:03,12:03,,CAR,17,16,Sun,L 38-44,,39,273,7.00,5
81,LAR,2018,2018-11-11,4:25,1:25,,SEA,10,10,Sun,W 36-31,,34,273,8.03,1
82,MIA,2016,2016-12-24,1:00,1:00,@,BUF,16,15,Sat,W 34-31,OT,49,272,5.55,1
83,MIN,2001,2001-11-11,4:15,4:15,@,PHI,9,8,Sun,L 17-48,,35,272,7.77,3
84,ATL,2004,2004-10-24,1:00,12:00,@,KAN,7,7,Sun,L 10-56,,49,271,5.53,8
85,CLE,2016,2016-10-23,1:02,1:02,@,CIN,7,7,Sun,L 17-31,,30,271,9.03,2
86,NOR,2014,2014-12-07,1:03,12:03,,CAR,14,13,Sun,L 10-41,,40,271,6.78,2
87,ATL,2000,2000-11-26,4:05,1:05,@,OAK,13,13,Sun,L 14-41,,38,270,7.11,2
88,BUF,2002,2002-12-01,1:02,1:02,,MIA,13,12,Sun,W 38-21,,34,270,7.94,2
89,BUF,2012,2012-12-16,4:05,4:05,,SEA,15,14,Sun,L 17-50,,32,270,8.44,4
90,ARI,2009,2009-11-01,4:15,2:15,,CAR,8,7,Sun,L 21-34,,44,270,6.14,2
91,DEN,2018,2018-10-14,4:05,2:05,,LAR,6,6,Sun,L 20-23,,39,270,6.92,2
92,KAN,2003,2003-12-07,4:15,2:15,@,DEN,14,13,Sun,L 27-45,,32,270,8.44,5
93,NWE,2021,2021-11-28,1:00,1:00,,TEN,12,12,Sun,W 36-13,,39,270,6.92,1
94,SEA,2010,2010-11-28,4:06,1:06,,KAN,12,11,Sun,L 24-42,,48,270,5.63,2
95,TAM,2011,2011-12-24,1:04,1:04,@,CAR,16,15,Sat,L 16-48,,31,270,8.71,3
96,CIN,2019,2019-10-13,1:00,1:00,@,BAL,6,6,Sun,L 17-23,,43,269,6.26,2
97,ARI,2018,2018-12-23,4:05,2:05,,LAR,16,15,Sun,L 9-31,,41,269,6.56,3
98,DEN,2019,2019-09-29,4:25,2:25,,JAX,4,4,Sun,L 24-26,,38,269,7.08,0
99,DET,2011,2011-12-11,1:03,1:03,,MIN,14,13,Sun,W 34-28,,35,269,7.69,1
100,NYG,2005,2005-09-25,8:30,5:30,@,SDG,3,3,Sun,L 23-45,,33,268,8.12,3
101,STL,2011,2011-11-27,1:00,12:00,,ARI,12,11,Sun,L 20-23,,38,268,7.05,1
102,BUF,2013,2013-12-29,4:25,4:25,@,NWE,17,16,Sun,L 20-34,,43,267,6.21,2
103,CIN,2018,2018-11-18,1:00,1:00,@,BAL,11,10,Sun,L 21-24,,53,267,5.04,2
104,ARI,2014,2014-12-21,8:30,6:30,,SEA,16,15,Sun,L 6-35,,34,267,7.85,3
105,TAM,2009,2009-10-18,1:00,1:00,,CAR,6,6,Sun,L 21-28,,48,267,5.56,3
106,CIN,2019,2019-10-06,1:00,1:00,,ARI,5,5,Sun,L 23-26,,38,266,7.00,2
107,MIA,2015,2015-11-08,1:02,1:02,@,BUF,9,8,Sun,L 17-33,,36,266,7.39,3
108,DAL,2008,2008-12-20,8:15,7:15,,BAL,16,15,Sat,L 24-33,,36,265,7.36,2
109,DET,2021,2022-01-02,4:25,1:25,@,SEA,17,16,Sun,L 29-51,,41,265,6.46,2
110,KAN,2006,2006-12-17,8:15,5:15,@,SDG,15,14,Sun,L 9-20,,38,265,6.97,2
111,MIA,2019,2019-09-08,1:00,1:00,,BAL,1,1,Sun,L 10-59,,46,265,5.76,2
112,PIT,2020,2020-11-01,1:00,1:00,@,BAL,8,7,Sun,W 28-24,,47,265,5.64,1
113,SFO,2017,2017-10-22,4:05,1:05,,DAL,7,7,Sun,L 10-40,,43,265,6.16,3
114,BUF,2021,2021-11-21,1:00,1:00,,IND,11,10,Sun,L 15-41,,46,264,5.74,4
115,CAR,2014,2014-09-21,8:31,8:31,,PIT,3,3,Sun,L 19-37,,34,264,7.76,1
116,CIN,2003,2003-12-28,1:02,1:02,,CLE,17,16,Sun,L 14-22,,40,264,6.60,2
117,DEN,2000,2000-12-17,1:00,12:00,@,KAN,16,15,Sun,L 7-20,,41,264,6.44,2
118,DEN,2010,2010-12-19,4:15,1:15,@,OAK,15,14,Sun,L 23-39,,41,264,6.44,3
119,DET,2008,2008-11-16,1:03,1:03,@,CAR,11,10,Sun,L 22-31,,32,264,8.25,3
120,JAX,2018,2018-12-06,8:20,7:20,@,TEN,14,13,Thu,L 9-30,,32,264,8.25,4
121,JAX,2019,2019-11-17,1:00,1:00,@,IND,11,10,Sun,L 13-33,,36,264,7.33,3
122,KAN,2013,2013-09-19,8:29,8:29,@,PHI,3,3,Thu,W 26-16,,27,264,9.78,1
123,MIN,2020,2020-12-25,4:30,3:30,@,NOR,16,15,Fri,L 33-52,,45,264,5.87,7
124,HOU,2020,2020-10-18,1:00,12:00,@,TEN,6,6,Sun,L 36-42,OT,27,263,9.74,2
125,OAK,2003,2003-12-28,4:15,1:15,@,SDG,17,16,Sun,L 14-21,,37,263,7.11,2
126,OAK,2012,2012-09-16,1:02,1:02,@,MIA,2,2,Sun,L 13-35,,43,263,6.12,4
127,OAK,2015,2015-11-15,4:05,1:05,,MIN,10,9,Sun,L 14-30,,33,263,7.97,1
128,STL,2008,2008-12-28,1:02,1:02,@,ATL,17,16,Sun,L 27-31,,32,263,8.22,3
129,LAR,2019,2019-12-15,4:25,3:25,@,DAL,15,14,Sun,L 21-44,,45,263,5.84,3
130,WAS,2013,2013-09-09,7:10,7:10,,PHI,1,1,Mon,L 27-33,,49,263,5.37,2
131,ARI,2006,2006-10-01,1:03,1:03,@,ATL,4,4,Sun,L 10-32,,40,262,6.55,1
132,DEN,2003,2003-12-28,4:15,3:15,@,GNB,17,16,Sun,L 3-31,,34,262,7.71,2
133,SEA,2006,2006-11-19,4:05,1:05,@,SFO,11,10,Sun,L 14-20,,34,262,7.71,1
134,WAS,2005,2005-10-30,1:06,1:06,@,NYG,8,7,Sun,L 0-36,,45,262,5.82,2
135,BUF,2016,2016-12-24,1:00,1:00,,MIA,16,15,Sat,L 31-34,OT,38,261,6.87,2
136,CLE,2011,2011-11-06,1:03,12:03,@,HOU,9,8,Sun,L 12-30,,40,261,6.53,3
137,ARI,2010,2010-11-29,8:40,6:40,,SFO,12,11,Mon,L 6-27,,47,261,5.55,2
138,DAL,2000,2000-09-24,1:05,12:05,,SFO,4,4,Sun,L 24-41,,47,261,5.55,1
139,DAL,2020,2020-10-19,8:15,7:15,,ARI,6,6,Mon,L 10-38,,35,261,7.46,3
140,MIN,2003,2003-11-02,8:35,7:35,,GNB,9,8,Sun,L 27-30,,34,261,7.68,0
141,WAS,2006,2006-12-30,8:05,8:05,,NYG,17,16,Sat,L 28-34,,34,261,7.68,3
142,NOR,2002,2002-10-27,1:03,12:03,,ATL,8,8,Sun,L 35-37,,38,260,6.84,4
143,NYJ,2021,2021-11-04,8:20,8:20,@,IND,9,8,Thu,L 30-45,,30,260,8.67,3
144,WAS,2010,2010-11-15,8:40,8:40,,PHI,10,9,Mon,L 28-59,,38,260,6.84,3
145,WAS,2017,2017-12-31,1:00,1:00,@,NYG,17,16,Sun,L 10-18,,44,260,5.91,1
146,ATL,2006,2006-10-15,1:04,1:04,,NYG,6,5,Sun,L 14-27,,38,259,6.82,1
147,CIN,2019,2019-09-15,1:00,1:00,,SFO,2,2,Sun,L 17-41,,42,259,6.17,2
148,ARI,2002,2002-12-29,4:16,2:16,@,DEN,17,16,Sun,L 7-37,,32,259,8.09,2
149,DET,2020,2020-09-20,1:00,12:00,@,GNB,2,2,Sun,L 21-42,,35,259,7.40,2
150,CHI,2013,2013-11-24,1:00,12:00,@,STL,12,11,Sun,L 21-42,,29,258,8.90,3
151,TEN,2010,2010-12-05,1:03,12:03,,JAX,13,12,Sun,L 6-17,,53,258,4.87,2
152,CIN,2009,2010-01-03,8:31,8:31,@,NYJ,17,16,Sun,L 0-37,,57,257,4.51,4
153,IND,2010,2010-09-12,1:02,12:02,@,HOU,1,1,Sun,L 24-34,,42,257,6.12,3
154,DEN,2008,2008-10-20,8:40,8:40,@,NWE,7,7,Mon,L 7-41,,38,257,6.76,2
155,STL,2005,2005-12-04,4:05,3:05,,WAS,13,12,Sun,L 9-24,,40,257,6.43,2
156,BUF,2016,2016-10-23,1:02,1:02,@,MIA,7,7,Sun,L 25-28,,42,256,6.10,2
157,DAL,2014,2014-11-27,4:36,3:36,,PHI,13,12,Thu,L 10-33,,45,256,5.69,2
158,DET,2005,2005-11-24,12:40,12:40,,ATL,12,11,Thu,L 7-27,,45,256,5.69,1
159,HOU,2019,2019-11-17,1:00,1:00,@,BAL,11,10,Sun,L 7-41,,37,256,6.92,1
160,JAX,2017,2017-10-01,1:00,1:00,@,NYJ,4,4,Sun,L 20-23,OT,32,256,8.00,2
161,NWE,2002,2002-12-29,1:02,1:02,,MIA,17,16,Sun,W 27-24,OT,37,256,6.92,2
162,SEA,2009,2009-09-20,4:05,1:05,@,SFO,2,2,Sun,L 10-23,,29,256,8.83,2
163,WAS,2006,2006-12-03,1:03,1:03,,ATL,13,12,Sun,L 14-24,,41,256,6.24,1
164,PHI,2005,2005-10-30,4:15,2:15,@,DEN,8,7,Sun,L 21-49,,36,255,7.08,3
165,SFO,2015,2015-11-22,4:27,1:27,@,SEA,11,10,Sun,L 13-29,,44,255,5.80,1
166,BUF,2011,2011-12-18,1:02,1:02,,MIA,15,14,Sun,L 23-30,,38,254,6.68,1
167,CIN,2004,2004-09-26,1:02,1:02,,BAL,3,3,Sun,L 9-23,,34,254,7.47,2
168,OAK,2004,2004-10-17,4:15,1:15,,DEN,6,6,Sun,L 3-31,,51,254,4.98,1
169,SEA,2008,2008-10-05,1:03,1:03,@,NYG,5,4,Sun,L 6-44,,36,254,7.06,2
170,CLE,2004,2004-11-28,1:02,1:02,@,CIN,12,11,Sun,L 48-58,,32,253,7.91,2
171,SEA,2019,2019-12-22,4:25,1:25,,ARI,16,15,Sun,L 13-27,,40,253,6.33,2
172,CAR,2006,2006-09-10,1:03,1:03,,ATL,1,1,Sun,L 6-20,,47,252,5.36,0
173,IND,2012,2012-10-14,1:02,1:02,@,NYJ,6,5,Sun,L 9-35,,44,252,5.73,3
174,NWE,2011,2011-12-18,4:16,2:16,@,DEN,15,14,Sun,W 41-23,,31,252,8.13,3
175,PHI,2004,2004-11-07,1:02,1:02,@,PIT,9,8,Sun,L 3-27,,56,252,4.50,1
176,OAK,2008,2008-11-02,4:15,1:15,,ATL,9,8,Sun,L 0-24,,57,252,4.42,1
177,WAS,2002,2002-09-22,4:15,1:15,@,SFO,3,3,Sun,L 10-20,,41,252,6.15,2
178,DEN,2012,2012-10-07,4:25,4:25,@,NWE,5,5,Sun,L 21-31,,54,251,4.65,3
179,KAN,2021,2021-09-19,8:20,8:20,@,BAL,2,2,Sun,L 35-36,,41,251,6.12,3
180,NYG,2009,2009-09-20,8:20,7:20,@,DAL,2,2,Sun,W 33-31,,29,251,8.66,3
181,SDG,2010,2010-12-05,4:05,1:05,,OAK,13,12,Sun,L 13-28,,52,251,4.83,3
182,TAM,2011,2012-01-01,4:17,4:17,@,ATL,17,16,Sun,L 24-45,,38,251,6.61,3
183,BUF,2009,2009-10-04,4:05,4:05,@,MIA,4,4,Sun,L 10-38,,45,250,5.56,3
184,DAL,2000,2000-11-19,4:15,4:15,@,BAL,12,11,Sun,L 0-27,,44,250,5.68,1
185,DAL,2000,2000-12-03,1:01,1:01,@,TAM,14,13,Sun,L 7-27,,36,250,6.94,2
186,NWE,2020,2020-12-20,1:00,1:00,@,MIA,15,14,Sun,L 12-22,,42,250,5.95,3
187,LVR,2020,2020-09-27,1:00,1:00,@,NWE,3,3,Sun,L 20-36,,38,250,6.58,2
188,BUF,2009,2009-12-03,8:20,8:20,,NYJ,13,12,Thu,L 13-19,,43,249,5.79,0
189,JAX,2020,2020-12-13,1:00,1:00,,TEN,14,13,Sun,L 10-31,,40,249,6.23,2
190,NYG,2020,2020-12-27,1:00,1:00,@,BAL,16,15,Sun,L 13-27,,40,249,6.23,1
191,PIT,2021,2022-01-09,1:00,1:00,@,BAL,18,17,Sun,W 16-13,OT,36,249,6.92,1
192,OAK,2010,2010-10-03,4:05,1:05,,HOU,4,4,Sun,L 24-31,,36,249,6.92,2
193,SEA,2002,2002-09-15,4:05,1:05,,ARI,2,2,Sun,L 13-24,,35,249,7.11,1
194,SFO,2016,2016-10-23,4:05,1:05,,TAM,7,7,Sun,L 17-34,,41,249,6.07,1
195,CAR,2019,2019-12-01,1:00,1:00,,WAS,13,12,Sun,L 21-29,,30,248,8.27,3
196,CHI,2002,2002-12-09,9:09,9:09,@,MIA,14,13,Mon,L 9-27,,43,248,5.77,2
197,IND,2009,2010-01-03,1:02,1:02,@,BUF,17,16,Sun,L 7-30,,42,248,5.90,0
198,HOU,2015,2015-10-25,1:02,1:02,@,MIA,7,7,Sun,L 26-44,,35,248,7.09,1
199,MIA,2018,2018-10-21,1:00,1:00,,DET,7,7,Sun,L 21-32,,35,248,7.09,1
200,NYG,2012,2012-10-21,1:03,1:03,,WAS,7,7,Sun,W 27-23,,38,248,6.53,0
201,NYJ,2016,2016-12-11,4:05,1:05,@,SFO,14,13,Sun,W 23-17,OT,27,248,9.19,1
202,SFO,2016,2016-11-06,4:05,1:05,,NOR,9,8,Sun,L 23-41,,42,248,5.90,2
203,SFO,2016,2016-12-18,4:05,4:05,@,ATL,15,14,Sun,L 13-41,,41,248,6.05,3
204,BUF,2012,2012-09-30,1:02,1:02,,NWE,4,4,Sun,L 28-52,,40,247,6.18,4
205,CLE,2000,2000-11-26,1:01,1:01,@,BAL,13,13,Sun,L 7-44,,51,247,4.84,3
206,CLE,2001,2001-11-11,1:03,1:03,,PIT,9,8,Sun,L 12-15,OT,41,247,6.02,0
207,HOU,2002,2002-12-22,1:02,1:02,@,WAS,16,15,Sun,L 10-26,,46,247,5.37,1
208,MIN,2021,2021-11-07,1:00,1:00,@,BAL,9,8,Sun,L 31-34,OT,45,247,5.49,1
209,NYG,2009,2009-12-27,1:03,1:03,,CAR,16,15,Sun,L 9-41,,46,247,5.37,2
210,NYJ,2012,2012-09-30,1:03,1:03,,SFO,4,4,Sun,L 0-34,,44,247,5.61,3
211,CHI,2013,2013-12-01,1:05,12:05,@,MIN,13,12,Sun,L 20-23,OT,40,246,6.15,1
212,CLE,2018,2018-10-14,1:00,1:00,,LAC,6,6,Sun,L 14-38,,36,246,6.83,3
213,IND,2014,2014-11-16,8:31,8:31,,NWE,11,10,Sun,L 20-42,,44,246,5.59,4
214,NOR,2000,2000-12-24,1:02,12:02,,STL,17,16,Sun,L 21-26,,42,246,5.86,2
215,NOR,2020,2020-12-13,4:25,4:25,@,PHI,14,13,Sun,L 21-24,,36,246,6.83,2
216,BUF,2020,2020-10-19,5:00,5:00,,KAN,6,6,Mon,L 17-26,,46,245,5.33,1
217,CAR,2021,2021-10-03,1:00,12:00,@,DAL,4,4,Sun,L 28-36,,34,245,7.21,1
218,GNB,2004,2004-10-03,1:02,12:02,,NYG,4,4,Sun,L 7-14,,35,245,7.00,1
219,HOU,2019,2019-12-29,4:25,3:25,,TEN,17,16,Sun,L 14-35,,39,245,6.28,3
220,KAN,2009,2009-12-06,1:00,12:00,,DEN,13,12,Sun,L 13-44,,45,245,5.44,2
221,STL,2008,2008-09-21,4:06,1:06,@,SEA,3,3,Sun,L 13-37,,46,245,5.33,3
222,CIN,2018,2018-11-11,1:00,1:00,,NOR,10,9,Sun,L 14-51,,47,244,5.19,3
223,CLE,2000,2000-12-03,4:16,4:16,@,JAX,14,14,Sun,L 0-48,,47,244,5.19,5
224,CLE,2014,2014-12-14,1:02,1:02,,CIN,15,14,Sun,L 0-30,,45,244,5.42,3
225,DEN,2019,2019-11-24,1:00,1:00,@,BUF,12,11,Sun,L 3-20,,47,244,5.19,0
226,HOU,2007,2007-10-14,1:03,1:03,@,JAX,6,6,Sun,L 17-37,,26,244,9.38,2
227,JAX,2010,2011-01-02,4:15,3:15,@,HOU,17,16,Sun,L 17-34,,37,244,6.59,3
228,KAN,2011,2011-11-13,1:03,12:03,,DEN,10,9,Sun,L 10-17,,55,244,4.44,1
229,SEA,2017,2017-12-17,4:05,1:05,,LAR,15,14,Sun,L 7-42,,43,244,5.67,3
230,CLE,2012,2012-10-07,1:02,1:02,@,NYG,5,5,Sun,L 27-41,,34,243,7.15,2
231,CLE,2019,2019-12-22,1:00,1:00,,BAL,16,15,Sun,L 15-31,,40,243,6.08,1
232,NOR,2003,2003-12-21,1:02,1:02,@,JAX,16,15,Sun,L 19-20,,45,243,5.40,1
233,SEA,2012,2012-11-04,4:06,1:06,,MIN,9,9,Sun,W 30-20,,27,243,9.00,2
234,SFO,2003,2003-11-23,1:02,12:02,@,GNB,12,11,Sun,L 10-20,,48,243,5.06,0
235,DAL,2013,2013-11-10,8:30,7:30,@,NOR,10,10,Sun,L 17-49,,38,242,6.37,3
236,NOR,2021,2021-11-21,1:00,1:00,@,PHI,11,10,Sun,L 29-40,,50,242,4.84,3
237,PIT,2021,2021-12-09,8:20,6:20,@,MIN,14,13,Thu,L 28-36,,36,242,6.72,2
238,OAK,2008,2008-10-19,4:15,1:15,,NYJ,7,6,Sun,W 16-13,OT,33,242,7.33,1
239,OAK,2018,2018-11-25,1:00,1:00,@,BAL,12,11,Sun,L 17-34,,43,242,5.63,1
240,STL,2004,2004-09-19,1:03,1:03,@,ATL,2,2,Sun,L 17-34,,38,242,6.37,2
241,STL,2006,2006-11-19,1:02,1:02,@,CAR,11,10,Sun,L 0-15,,43,242,5.63,0
242,TAM,2018,2018-12-16,1:00,1:00,@,BAL,15,14,Sun,L 12-20,,49,242,4.94,1
243,WAS,2000,2000-12-10,4:15,3:15,@,DAL,15,14,Sun,L 13-32,,43,242,5.63,3
244,ATL,2014,2014-09-28,4:25,3:25,@,MIN,4,4,Sun,L 28-41,,44,241,5.48,4
245,CIN,2002,2002-09-08,1:04,1:04,,SDG,1,1,Sun,L 6-34,,45,241,5.36,2
246,DEN,2009,2009-12-20,4:05,2:05,,OAK,15,14,Sun,L 19-20,,34,241,7.09,1
247,GNB,2013,2013-11-28,12:36,12:36,@,DET,13,12,Thu,L 10-40,,43,241,5.60,2
248,KAN,2013,2013-11-03,1:02,1:02,@,BUF,9,9,Sun,W 23-13,,38,241,6.34,0
249,TEN,2006,2006-09-17,4:15,1:15,@,SDG,2,2,Sun,L 7-40,,37,241,6.51,3
250,PHI,2003,2003-11-10,9:08,8:08,@,GNB,10,9,Mon,W 17-14,,37,241,6.51,1
251,WAS,2011,2011-12-24,1:05,1:05,,MIN,16,15,Sat,L 26-33,,38,241,6.34,2
252,BUF,2016,2016-12-11,1:00,1:00,,PIT,14,13,Sun,L 20-27,,42,240,5.71,3
253,CAR,2016,2016-12-04,8:30,5:30,@,SEA,13,12,Sun,L 7-40,,29,240,8.28,3
254,GNB,2012,2012-12-02,1:02,12:02,,MIN,13,12,Sun,W 23-14,,28,240,8.57,1
255,HOU,2003,2003-11-09,1:03,1:03,@,CIN,10,9,Sun,L 27-34,,57,240,4.21,3
