Rk,Tm,Year,Date,Time,LTime,,Opp,Week,G#,Day,Result,OT,Att,Yds,Y/A,TD
1,CIN,2000,2000/10/22,1:00,1:00,,DEN,8,7,Sun,W 31-21,,37,407,11,4
2,BAL,2020,2021/1/3,1:00,1:00,@,CIN,17,16,Sun,W 38-3,,54,404,7.48,2
3,MIN,2007,2007/11/4,1:05,12:05,,SDG,9,8,Sun,W 35-17,,43,378,8.79,4
4,JAX,2006,2006/12/10,1:03,1:03,,IND,14,13,Sun,W 44-17,,42,375,8.93,4
5,SFO,2014,2014/12/20,8:26,5:26,,SDG,16,15,Sat,L 35-38,OT,40,355,8.88,3
6,KAN,2012,2012/12/23,1:03,12:03,,IND,16,15,Sun,L 13-20,,44,352,8,1
7,CLE,2009,2009/12/20,1:00,12:00,@,KAN,15,14,Sun,W 41-34,,49,351,7.16,3
8,SEA,2014,2014/11/9,4:26,1:26,,NYG,10,9,Sun,W 38-17,,45,350,7.78,5
9,BAL,2003,2003/9/14,1:02,1:02,,CLE,2,2,Sun,W 33-13,,41,343,8.37,2
10,STL,2001,2001/11/11,1:02,12:02,,CAR,9,8,Sun,W 48-14,,41,337,8.22,4
11,TEN,2008,2008/10/19,1:00,12:00,@,KAN,7,6,Sun,W 34-10,,40,332,8.3,4
12,OAK,2010,2010/10/24,4:15,2:15,@,DEN,7,7,Sun,W 59-14,,52,328,6.31,5
13,NYJ,2018,2018/10/7,1:00,1:00,,DEN,5,5,Sun,W 34-16,,38,323,8.5,1
14,SEA,2005,2005/10/16,8:38,5:38,,HOU,6,6,Sun,W 42-10,,42,320,7.62,5
15,SEA,2001,2001/11/11,8:36,5:36,,OAK,9,8,Sun,W 34-27,,42,319,7.6,3
16,ATL,2008,2008/9/7,1:04,1:04,,DET,1,1,Sun,W 34-21,,42,318,7.57,3
17,NYJ,2009,2009/10/18,4:15,4:15,,BUF,6,6,Sun,L 13-16,OT,40,318,7.95,1
18,KAN,2009,2010/1/3,4:15,2:15,@,DEN,17,16,Sun,W 44-24,,35,317,9.06,3
19,NYJ,2009,2009/10/25,4:05,1:05,@,OAK,7,7,Sun,W 38-0,,54,316,5.85,4
20,BUF,2016,2016/10/16,1:02,1:02,,SFO,6,6,Sun,W 45-16,,44,313,7.11,4
21,MIN,2007,2007/10/14,1:02,12:02,@,CHI,6,5,Sun,W 34-31,,43,311,7.23,3
22,SFO,2012,2012/10/7,4:25,1:25,,BUF,5,5,Sun,W 45-3,,38,311,8.18,3
23,BAL,2009,2009/12/13,1:02,1:02,,DET,14,13,Sun,W 48-3,,40,308,7.7,5
24,CLE,2020,2020/10/4,1:00,12:00,@,DAL,4,4,Sun,W 49-38,,40,307,7.68,3
25,ATL,2006,2006/9/17,1:05,1:05,,TAM,2,2,Sun,W 14-3,,44,306,6.95,1
26,PHI,2000,2000/9/3,4:05,3:05,@,DAL,1,1,Sun,W 41-14,,46,306,6.65,3
27,TEN,2009,2009/11/1,4:05,3:05,,JAX,8,7,Sun,W 30-13,,49,305,6.22,2
28,PIT,2006,2006/12/7,8:04,8:04,,CLE,14,13,Thu,W 27-7,,52,303,5.83,2
29,DEN,2000,2000/11/26,4:16,1:16,@,SEA,13,12,Sun,W 38-31,,41,301,7.34,3
30,NYG,2008,2008/12/21,8:23,8:23,,CAR,16,15,Sun,W 34-28,OT,41,301,7.34,3
31,OAK,2008,2008/9/14,1:00,12:00,@,KAN,2,2,Sun,W 23-8,,47,300,6.38,2
32,CAR,2008,2008/12/8,8:36,8:36,,TAM,14,13,Mon,W 38-23,,37,299,8.08,4
33,DEN,2011,2011/11/6,4:05,1:05,@,OAK,9,8,Sun,W 38-24,,39,299,7.67,2
34,PHI,2013,2013/12/8,1:02,1:02,,DET,14,13,Sun,W 34-20,,46,299,6.5,4
35,OAK,2007,2007/9/30,1:32,1:32,@,MIA,4,4,Sun,W 35-17,,49,299,6.1,3
36,NOR,2017,2017/11/12,1:00,1:00,@,BUF,10,9,Sun,W 47-10,,48,298,6.21,6
37,BAL,2018,2018/12/30,4:25,1:00,,CLE,17,16,Sun,W 26-24,,47,296,6.3,2
38,WAS,2007,2007/11/4,1:02,1:02,@,NYJ,9,8,Sun,W 23-20,OT,48,296,6.17,1
39,PHI,2002,2002/10/28,9:08,9:08,,NYG,8,7,Mon,W 17-3,,40,295,7.38,1
40,CAR,2017,2017/11/13,8:30,8:30,,MIA,10,10,Mon,W 45-21,,36,294,8.17,2
41,DAL,2011,2011/10/23,4:15,3:15,,STL,7,6,Sun,W 34-7,,34,294,8.65,2
42,BAL,2020,2020/12/8,8:05,8:05,,DAL,13,12,Tue,W 34-17,,37,294,7.95,2
43,CIN,2000,2000/12/3,1:02,1:02,,ARI,14,13,Sun,W 24-13,,54,292,5.41,2
44,TEN,2008,2008/11/27,12:37,12:37,@,DET,13,12,Thu,W 47-10,,46,292,6.35,4
45,BAL,2011,2011/12/4,4:05,4:05,@,CLE,13,12,Sun,W 24-10,,55,290,5.27,2
46,NYG,2007,2007/12/23,1:02,1:02,@,BUF,16,15,Sun,W 38-21,,47,289,6.15,3
47,PHI,2013,2013/12/22,8:30,8:30,,CHI,16,15,Sun,W 54-11,,36,289,8.03,4
48,SDG,2008,2008/12/28,8:23,5:23,,DEN,17,16,Sun,W 52-21,,42,289,6.88,5
49,TEN,2020,2021/1/3,4:25,3:25,@,HOU,17,16,Sun,W 41-38,,41,288,7.02,4
50,ATL,2005,2005/10/2,4:17,4:17,,MIN,4,4,Sun,W 30-10,,41,285,6.95,2
51,CAR,2019,2019/10/6,1:00,1:00,,JAX,5,5,Sun,W 34-27,,27,285,10.56,3
52,BAL,2019,2019/11/25,8:15,5:15,@,LAR,12,11,Mon,W 45-6,,48,285,5.94,1
53,SEA,2012,2012/12/9,4:26,1:26,,ARI,14,13,Sun,W 58-0,,42,284,6.76,4
54,DEN,2000,2000/12/3,1:02,12:02,@,NOR,14,13,Sun,W 38-23,,49,283,5.78,4
55,TAM,2015,2015/11/22,1:02,1:02,@,PHI,11,10,Sun,W 45-17,,42,283,6.74,0
56,TEN,2007,2007/9/9,1:04,1:04,@,JAX,1,1,Sun,W 13-10,,49,282,5.76,1
57,ATL,2006,2006/11/26,1:05,1:05,,NOR,12,11,Sun,L 13-31,,45,281,6.24,1
58,HOU,2018,2018/11/26,8:15,7:15,,TEN,12,11,Mon,W 34-17,,34,281,8.26,2
59,BUF,2016,2016/12/18,1:00,1:00,,CLE,15,14,Sun,W 33-13,,40,280,7,3
60,DEN,2013,2013/11/24,8:30,8:30,@,NWE,12,11,Sun,L 31-34,OT,48,280,5.83,1
61,OAK,2002,2002/12/28,5:15,2:15,,KAN,17,16,Sat,W 24-0,,60,280,4.67,2
62,TAM,2012,2012/11/4,4:05,1:05,@,OAK,9,8,Sun,W 42-32,,32,278,8.69,4
63,NWE,2008,2008/12/14,4:15,1:15,@,OAK,15,14,Sun,W 49-26,,39,277,7.1,2
64,NYJ,2014,2014/12/1,8:30,8:30,,MIA,13,12,Mon,L 13-16,,49,277,5.65,1
65,NYJ,2010,2011/1/2,1:03,1:03,,BUF,17,16,Sun,W 38-7,,50,276,5.52,2
66,BAL,2003,2003/12/21,1:03,1:03,@,CLE,16,15,Sun,W 35-0,,41,276,6.73,3
67,IND,2004,2004/11/21,1:02,12:02,@,CHI,11,10,Sun,W 41-10,,39,275,7.05,1
68,MIN,2020,2020/11/8,1:00,3:00,,DET,9,8,Sun,W 34-20,,34,275,8.09,2
69,NYJ,2004,2004/11/1,9:08,9:08,,MIA,8,7,Mon,W 41-14,,41,275,6.71,2
70,PIT,2001,2001/10/7,1:02,1:02,,CIN,4,3,Sun,W 16-7,,40,275,6.88,1
71,SFO,2019,2019/10/7,8:15,5:15,,CLE,5,4,Mon,W 31-3,,40,275,6.88,2
72,KAN,2010,2010/10/31,1:08,12:08,,BUF,8,7,Sun,W 13-10,OT,45,274,6.09,0
73,SDG,2007,2007/12/16,4:15,1:15,,DET,15,14,Sun,W 51-14,,53,274,5.17,4
74,WAS,2012,2012/12/30,8:31,8:31,,DAL,17,16,Sun,W 28-18,,42,274,6.52,4
75,CAR,2012,2012/12/30,1:03,12:03,@,NOR,17,16,Sun,W 44-38,,39,273,7,5
76,IND,2020,2021/1/3,4:25,4:25,,JAX,17,16,Sun,W 28-14,,37,273,7.38,2
77,KAN,2012,2012/9/23,1:02,12:02,@,NOR,3,3,Sun,W 27-24,OT,45,273,6.07,1
78,NWE,2018,2018/12/23,1:00,1:00,,BUF,16,15,Sun,W 24-12,,47,273,5.81,2
79,NYJ,2010,2010/10/3,1:02,1:02,@,BUF,4,4,Sun,W 38-14,,49,273,5.57,2
80,NYJ,2021,2021/12/26,1:00,1:00,,JAX,16,15,Sun,W 26-21,,36,273,7.58,1
81,SEA,2018,2018/11/11,4:25,1:25,@,LAR,10,9,Sun,L 31-36,,34,273,8.03,1
82,BUF,2016,2016/12/24,1:00,1:00,,MIA,16,15,Sat,L 31-34,OT,49,272,5.55,1
83,PHI,2001,2001/11/11,4:15,4:15,,MIN,9,8,Sun,W 48-17,,35,272,7.77,3
84,CAR,2014,2014/12/7,1:03,12:03,@,NOR,14,13,Sun,W 41-10,,40,271,6.78,2
85,CIN,2016,2016/10/23,1:02,1:02,,CLE,7,7,Sun,W 31-17,,30,271,9.03,2
86,KAN,2004,2004/10/24,1:00,12:00,,ATL,7,6,Sun,W 56-10,,49,271,5.53,8
87,CAR,2009,2009/11/1,4:15,2:15,@,ARI,8,7,Sun,W 34-21,,44,270,6.14,2
88,CAR,2011,2011/12/24,1:04,1:04,,TAM,16,15,Sat,W 48-16,,31,270,8.71,3
89,DEN,2003,2003/12/7,4:15,2:15,,KAN,14,13,Sun,W 45-27,,32,270,8.44,5
90,KAN,2010,2010/11/28,4:06,1:06,@,SEA,12,11,Sun,W 42-24,,48,270,5.63,2
91,MIA,2002,2002/12/1,1:02,1:02,@,BUF,13,12,Sun,L 21-38,,34,270,7.94,2
92,TEN,2021,2021/11/28,1:00,1:00,@,NWE,12,12,Sun,L 13-36,,39,270,6.92,1
93,OAK,2000,2000/11/26,4:05,1:05,,ATL,13,12,Sun,W 41-14,,38,270,7.11,2
94,LAR,2018,2018/10/14,4:05,2:05,@,DEN,6,6,Sun,W 23-20,,39,270,6.92,2
95,SEA,2012,2012/12/16,4:05,4:05,@,BUF,15,14,Sun,W 50-17,,32,270,8.44,4
96,JAX,2019,2019/9/29,4:25,2:25,@,DEN,4,4,Sun,W 26-24,,38,269,7.08,0
97,MIN,2011,2011/12/11,1:03,1:03,@,DET,14,13,Sun,L 28-34,,35,269,7.69,1
98,LAR,2018,2018/12/23,4:05,2:05,@,ARI,16,15,Sun,W 31-9,,41,269,6.56,3
99,BAL,2019,2019/10/13,1:00,1:00,,CIN,6,6,Sun,W 23-17,,43,269,6.26,2
100,ARI,2011,2011/11/27,1:00,12:00,@,STL,12,11,Sun,W 23-20,,38,268,7.05,1
101,SDG,2005,2005/9/25,8:30,5:30,,NYG,3,3,Sun,W 45-23,,33,268,8.12,3
102,CAR,2009,2009/10/18,1:00,1:00,@,TAM,6,5,Sun,W 28-21,,48,267,5.56,3
103,NWE,2013,2013/12/29,4:25,4:25,,BUF,17,16,Sun,W 34-20,,43,267,6.21,2
104,BAL,2018,2018/11/18,1:00,1:00,,CIN,11,10,Sun,W 24-21,,53,267,5.04,2
105,SEA,2014,2014/12/21,8:30,6:30,@,ARI,16,15,Sun,W 35-6,,34,267,7.85,3
106,BUF,2015,2015/11/8,1:02,1:02,,MIA,9,8,Sun,W 33-17,,36,266,7.39,3
107,ARI,2019,2019/10/6,1:00,1:00,@,CIN,5,5,Sun,W 26-23,,38,266,7,2
108,DAL,2017,2017/10/22,4:05,1:05,@,SFO,7,6,Sun,W 40-10,,43,265,6.16,3
109,BAL,2008,2008/12/20,8:15,7:15,@,DAL,16,15,Sat,W 33-24,,36,265,7.36,2
110,BAL,2019,2019/9/8,1:00,1:00,@,MIA,1,1,Sun,W 59-10,,46,265,5.76,2
111,BAL,2020,2020/11/1,1:00,1:00,,PIT,8,7,Sun,L 24-28,,47,265,5.64,1
112,SDG,2006,2006/12/17,8:15,5:15,,KAN,15,14,Sun,W 20-9,,38,265,6.97,2
113,SEA,2021,2022/1/2,4:25,1:25,,DET,17,16,Sun,W 51-29,,41,265,6.46,2
114,CAR,2008,2008/11/16,1:03,1:03,,DET,11,10,Sun,W 31-22,,32,264,8.25,3
115,CLE,2003,2003/12/28,1:02,1:02,@,CIN,17,16,Sun,W 22-14,,40,264,6.6,2
116,IND,2019,2019/11/17,1:00,1:00,,JAX,11,10,Sun,W 33-13,,36,264,7.33,3
117,IND,2021,2021/11/21,1:00,1:00,@,BUF,11,11,Sun,W 41-15,,46,264,5.74,4
118,KAN,2000,2000/12/17,1:00,12:00,,DEN,16,15,Sun,W 20-7,,41,264,6.44,2
119,NOR,2020,2020/12/25,4:30,3:30,,MIN,16,15,Fri,W 52-33,,45,264,5.87,7
120,TEN,2018,2018/12/6,8:20,7:20,,JAX,14,13,Thu,W 30-9,,32,264,8.25,4
121,PHI,2013,2013/9/19,8:29,8:29,,KAN,3,3,Thu,L 16-26,,27,264,9.78,1
122,PIT,2014,2014/9/21,8:31,8:31,@,CAR,3,3,Sun,W 37-19,,34,264,7.76,1
123,OAK,2010,2010/12/19,4:15,1:15,,DEN,15,14,Sun,W 39-23,,41,264,6.44,3
124,ATL,2008,2008/12/28,1:02,1:02,,STL,17,16,Sun,W 31-27,,32,263,8.22,3
125,DAL,2019,2019/12/15,4:25,3:25,,LAR,15,14,Sun,W 44-21,,45,263,5.84,3
126,MIA,2012,2012/9/16,1:02,1:02,,OAK,2,2,Sun,W 35-13,,43,263,6.12,4
127,MIN,2015,2015/11/15,4:05,1:05,@,OAK,10,9,Sun,W 30-14,,33,263,7.97,1
128,TEN,2020,2020/10/18,1:00,12:00,,HOU,6,5,Sun,W 42-36,OT,27,263,9.74,2
129,PHI,2013,2013/9/9,7:10,7:10,@,WAS,1,1,Mon,W 33-27,,49,263,5.37,2
130,SDG,2003,2003/12/28,4:15,1:15,,OAK,17,16,Sun,W 21-14,,37,263,7.11,2
131,ATL,2006,2006/10/1,1:03,1:03,,ARI,4,4,Sun,W 32-10,,40,262,6.55,1
132,GNB,2003,2003/12/28,4:15,3:15,,DEN,17,16,Sun,W 31-3,,34,262,7.71,2
133,NYG,2005,2005/10/30,1:06,1:06,,WAS,8,7,Sun,W 36-0,,45,262,5.82,2
134,SFO,2006,2006/11/19,4:05,1:05,,SEA,11,10,Sun,W 20-14,,34,262,7.71,1
135,ARI,2020,2020/10/19,8:15,7:15,@,DAL,6,6,Mon,W 38-10,,35,261,7.46,3
136,GNB,2003,2003/11/2,8:35,7:35,@,MIN,9,8,Sun,W 30-27,,34,261,7.68,0
137,HOU,2011,2011/11/6,1:03,12:03,,CLE,9,9,Sun,W 30-12,,40,261,6.53,3
138,MIA,2016,2016/12/24,1:00,1:00,@,BUF,16,15,Sat,W 34-31,OT,38,261,6.87,2
139,NYG,2006,2006/12/30,8:05,8:05,@,WAS,17,16,Sat,W 34-28,,34,261,7.68,3
140,SFO,2000,2000/9/24,1:05,12:05,@,DAL,4,4,Sun,W 41-24,,47,261,5.55,1
141,SFO,2010,2010/11/29,8:40,6:40,@,ARI,12,11,Mon,W 27-6,,47,261,5.55,2
142,ATL,2002,2002/10/27,1:03,12:03,@,NOR,8,7,Sun,W 37-35,,38,260,6.84,4
143,IND,2021,2021/11/4,8:20,8:20,,NYJ,9,9,Thu,W 45-30,,30,260,8.67,3
144,NYG,2017,2017/12/31,1:00,1:00,,WAS,17,16,Sun,W 18-10,,44,260,5.91,1
145,PHI,2010,2010/11/15,8:40,8:40,@,WAS,10,9,Mon,W 59-28,,38,260,6.84,3
146,DEN,2002,2002/12/29,4:16,2:16,,ARI,17,16,Sun,W 37-7,,32,259,8.09,2
147,GNB,2020,2020/9/20,1:00,12:00,,DET,2,2,Sun,W 42-21,,35,259,7.4,2
148,NYG,2006,2006/10/15,1:04,1:04,@,ATL,6,5,Sun,W 27-14,,38,259,6.82,1
149,SFO,2019,2019/9/15,1:00,1:00,@,CIN,2,2,Sun,W 41-17,,42,259,6.17,2
150,JAX,2010,2010/12/5,1:03,12:03,@,TEN,13,12,Sun,W 17-6,,53,258,4.87,2
151,STL,2013,2013/11/24,1:00,12:00,,CHI,12,11,Sun,W 42-21,,29,258,8.9,3
152,HOU,2010,2010/9/12,1:02,12:02,,IND,1,1,Sun,W 34-24,,42,257,6.12,3
153,NWE,2008,2008/10/20,8:40,8:40,,DEN,7,6,Mon,W 41-7,,38,257,6.76,2
154,NYJ,2009,2010/1/3,8:31,8:31,,CIN,17,16,Sun,W 37-0,,57,257,4.51,4
155,WAS,2005,2005/12/4,4:05,3:05,@,STL,13,12,Sun,W 24-9,,40,257,6.43,2
156,ATL,2005,2005/11/24,12:40,12:40,@,DET,12,11,Thu,W 27-7,,45,256,5.69,1
157,ATL,2006,2006/12/3,1:03,1:03,@,WAS,13,12,Sun,W 24-14,,41,256,6.24,1
158,MIA,2002,2002/12/29,1:02,1:02,@,NWE,17,16,Sun,L 24-27,OT,37,256,6.92,2
159,MIA,2016,2016/10/23,1:02,1:02,,BUF,7,7,Sun,W 28-25,,42,256,6.1,2
160,NYJ,2017,2017/10/1,1:00,1:00,,JAX,4,4,Sun,W 23-20,OT,32,256,8,2
161,PHI,2014,2014/11/27,4:36,3:36,@,DAL,13,12,Thu,W 33-10,,45,256,5.69,2
162,BAL,2019,2019/11/17,1:00,1:00,,HOU,11,10,Sun,W 41-7,,37,256,6.92,1
163,SFO,2009,2009/9/20,4:05,1:05,,SEA,2,2,Sun,W 23-10,,29,256,8.83,2
164,DEN,2005,2005/10/30,4:15,2:15,,PHI,8,8,Sun,W 49-21,,36,255,7.08,3
165,SEA,2015,2015/11/22,4:27,1:27,,SFO,11,10,Sun,W 29-13,,44,255,5.8,1
166,DEN,2004,2004/10/17,4:15,1:15,@,OAK,6,6,Sun,W 31-3,,51,254,4.98,1
167,MIA,2011,2011/12/18,1:02,1:02,@,BUF,15,14,Sun,W 30-23,,38,254,6.68,1
168,NYG,2008,2008/10/5,1:03,1:03,,SEA,5,4,Sun,W 44-6,,36,254,7.06,2
169,BAL,2004,2004/9/26,1:02,1:02,@,CIN,3,3,Sun,W 23-9,,34,254,7.47,2
170,CIN,2004,2004/11/28,1:02,1:02,,CLE,12,11,Sun,W 58-48,,32,253,7.91,2
171,ARI,2019,2019/12/22,4:25,1:25,@,SEA,16,15,Sun,W 27-13,,40,253,6.33,2
172,ATL,2006,2006/9/10,1:03,1:03,@,CAR,1,1,Sun,W 20-6,,47,252,5.36,0
173,ATL,2008,2008/11/2,4:15,1:15,@,OAK,9,8,Sun,W 24-0,,57,252,4.42,1
174,DEN,2011,2011/12/18,4:16,2:16,,NWE,15,14,Sun,L 23-41,,31,252,8.13,3
175,NYJ,2012,2012/10/14,1:02,1:02,,IND,6,6,Sun,W 35-9,,44,252,5.73,3
176,PIT,2004,2004/11/7,1:02,1:02,,PHI,9,8,Sun,W 27-3,,56,252,4.5,1
177,SFO,2002,2002/9/22,4:15,1:15,,WAS,3,3,Sun,W 20-10,,41,252,6.15,2
178,ATL,2011,2012/1/1,4:17,4:17,,TAM,17,16,Sun,W 45-24,,38,251,6.61,3
179,DAL,2009,2009/9/20,8:20,7:20,,NYG,2,2,Sun,L 31-33,,29,251,8.66,3
180,NWE,2012,2012/10/7,4:25,4:25,,DEN,5,5,Sun,W 31-21,,54,251,4.65,3
181,OAK,2010,2010/12/5,4:05,1:05,@,SDG,13,12,Sun,W 28-13,,52,251,4.83,3
182,BAL,2021,2021/9/19,8:20,8:20,,KAN,2,2,Sun,W 36-35,,41,251,6.12,3
183,MIA,2009,2009/10/4,4:05,4:05,,BUF,4,4,Sun,W 38-10,,45,250,5.56,3
184,MIA,2020,2020/12/20,1:00,1:00,,NWE,15,14,Sun,W 22-12,,42,250,5.95,3
185,NWE,2020,2020/9/27,1:00,1:00,,LVR,3,3,Sun,W 36-20,,38,250,6.58,2
186,BAL,2000,2000/11/19,4:15,4:15,,DAL,12,12,Sun,W 27-0,,44,250,5.68,1
187,TAM,2000,2000/12/3,1:01,1:01,,DAL,14,13,Sun,W 27-7,,36,250,6.94,2
188,ARI,2002,2002/9/15,4:05,1:05,@,SEA,2,2,Sun,W 24-13,,35,249,7.11,1
189,HOU,2010,2010/10/3,4:05,1:05,@,OAK,4,4,Sun,W 31-24,,36,249,6.92,2
190,NYJ,2009,2009/12/3,8:20,8:20,@,BUF,13,12,Thu,W 19-13,,43,249,5.79,0
191,TEN,2020,2020/12/13,1:00,1:00,@,JAX,14,13,Sun,W 31-10,,40,249,6.23,2
192,BAL,2020,2020/12/27,1:00,1:00,,NYG,16,15,Sun,W 27-13,,40,249,6.23,1
193,BAL,2021,2022/1/9,1:00,1:00,,PIT,18,17,Sun,L 13-16,OT,36,249,6.92,1
194,TAM,2016,2016/10/23,4:05,1:05,@,SFO,7,6,Sun,W 34-17,,41,249,6.07,1
195,ATL,2016,2016/12/18,4:05,4:05,,SFO,15,14,Sun,W 41-13,,41,248,6.05,3
196,BUF,2009,2010/1/3,1:02,1:02,,IND,17,16,Sun,W 30-7,,42,248,5.9,0
197,DET,2018,2018/10/21,1:00,1:00,@,MIA,7,6,Sun,W 32-21,,35,248,7.09,1
198,MIA,2002,2002/12/9,9:09,9:09,,CHI,14,13,Mon,W 27-9,,43,248,5.77,2
199,MIA,2015,2015/10/25,1:02,1:02,,HOU,7,6,Sun,W 44-26,,35,248,7.09,1
200,NOR,2016,2016/11/6,4:05,1:05,@,SFO,9,8,Sun,W 41-23,,42,248,5.9,2
201,SFO,2016,2016/12/11,4:05,1:05,,NYJ,14,13,Sun,L 17-23,OT,27,248,9.19,1
202,WAS,2012,2012/10/21,1:03,1:03,@,NYG,7,7,Sun,L 23-27,,38,248,6.53,0
203,WAS,2019,2019/12/1,1:00,1:00,@,CAR,13,12,Sun,W 29-21,,30,248,8.27,3
204,CAR,2009,2009/12/27,1:03,1:03,@,NYG,16,15,Sun,W 41-9,,46,247,5.37,2
205,NWE,2012,2012/9/30,1:02,1:02,@,BUF,4,4,Sun,W 52-28,,40,247,6.18,4
206,PIT,2001,2001/11/11,1:03,1:03,@,CLE,9,8,Sun,W 15-12,OT,41,247,6.02,0
207,BAL,2000,2000/11/26,1:01,1:01,,CLE,13,13,Sun,W 44-7,,51,247,4.84,3
208,BAL,2021,2021/11/7,1:00,1:00,,MIN,9,8,Sun,W 34-31,OT,45,247,5.49,1
209,SFO,2012,2012/9/30,1:03,1:03,@,NYJ,4,4,Sun,W 34-0,,44,247,5.61,3
210,WAS,2002,2002/12/22,1:02,1:02,,HOU,16,15,Sun,W 26-10,,46,247,5.37,1
211,MIN,2013,2013/12/1,1:05,12:05,,CHI,13,12,Sun,W 23-20,OT,40,246,6.15,1
212,NWE,2014,2014/11/16,8:31,8:31,@,IND,11,10,Sun,W 42-20,,44,246,5.59,4
213,PHI,2020,2020/12/13,4:25,4:25,,NOR,14,13,Sun,W 24-21,,36,246,6.83,2
214,STL,2000,2000/12/24,1:02,12:02,@,NOR,17,16,Sun,W 26-21,,42,246,5.86,2
215,LAC,2018,2018/10/14,1:00,1:00,@,CLE,6,6,Sun,W 38-14,,36,246,6.83,3
216,DAL,2021,2021/10/3,1:00,12:00,,CAR,4,4,Sun,W 36-28,,34,245,7.21,1
217,DEN,2009,2009/12/6,1:00,12:00,@,KAN,13,12,Sun,W 44-13,,45,245,5.44,2
218,KAN,2020,2020/10/19,5:00,5:00,@,BUF,6,6,Mon,W 26-17,,46,245,5.33,1
219,NYG,2004,2004/10/3,1:02,12:02,@,GNB,4,4,Sun,W 14-7,,35,245,7,1
220,TEN,2019,2019/12/29,4:25,3:25,@,HOU,17,16,Sun,W 35-14,,39,245,6.28,3
221,SEA,2008,2008/9/21,4:06,1:06,,STL,3,3,Sun,W 37-13,,46,245,5.33,3
222,BUF,2019,2019/11/24,1:00,1:00,,DEN,12,11,Sun,W 20-3,,47,244,5.19,0
223,CIN,2014,2014/12/14,1:02,1:02,@,CLE,15,14,Sun,W 30-0,,45,244,5.42,3
224,DEN,2011,2011/11/13,1:03,12:03,@,KAN,10,9,Sun,W 17-10,,55,244,4.44,1
225,HOU,2010,2011/1/2,4:15,3:15,,JAX,17,16,Sun,W 34-17,,37,244,6.59,3
226,JAX,2000,2000/12/3,4:16,4:16,,CLE,14,13,Sun,W 48-0,,47,244,5.19,5
227,JAX,2007,2007/10/14,1:03,1:03,,HOU,6,5,Sun,W 37-17,,26,244,9.38,2
228,NOR,2018,2018/11/11,1:00,1:00,@,CIN,10,9,Sun,W 51-14,,47,244,5.19,3
229,LAR,2017,2017/12/17,4:05,1:05,@,SEA,15,14,Sun,W 42-7,,43,244,5.67,3
230,GNB,2003,2003/11/23,1:02,12:02,,SFO,12,11,Sun,W 20-10,,48,243,5.06,0
231,JAX,2003,2003/12/21,1:02,1:02,,NOR,16,15,Sun,W 20-19,,45,243,5.4,1
232,MIN,2012,2012/11/4,4:06,1:06,@,SEA,9,9,Sun,L 20-30,,27,243,9,2
233,NYG,2012,2012/10/7,1:02,1:02,,CLE,5,5,Sun,W 41-27,,34,243,7.15,2
234,BAL,2019,2019/12/22,1:00,1:00,@,CLE,16,15,Sun,W 31-15,,40,243,6.08,1
235,ATL,2004,2004/9/19,1:03,1:03,,STL,2,2,Sun,W 34-17,,38,242,6.37,2
236,CAR,2006,2006/11/19,1:02,1:02,,STL,11,10,Sun,W 15-0,,43,242,5.63,0
237,DAL,2000,2000/12/10,4:15,3:15,,WAS,15,14,Sun,W 32-13,,43,242,5.63,3
238,MIN,2021,2021/12/9,8:20,6:20,,PIT,14,13,Thu,W 36-28,,36,242,6.72,2
239,NOR,2013,2013/11/10,8:30,7:30,,DAL,10,9,Sun,W 49-17,,38,242,6.37,3
240,NYJ,2008,2008/10/19,4:15,1:15,@,OAK,7,6,Sun,L 13-16,OT,33,242,7.33,1
241,PHI,2021,2021/11/21,1:00,1:00,,NOR,11,11,Sun,W 40-29,,50,242,4.84,3
242,BAL,2018,2018/11/25,1:00,1:00,,OAK,12,11,Sun,W 34-17,,43,242,5.63,1
243,BAL,2018,2018/12/16,1:00,1:00,,TAM,15,14,Sun,W 20-12,,49,242,4.94,1
244,BUF,2013,2013/11/3,1:02,1:02,,KAN,9,9,Sun,L 13-23,,38,241,6.34,0
245,DET,2013,2013/11/28,12:36,12:36,,GNB,13,12,Thu,W 40-10,,43,241,5.6,2
246,GNB,2003,2003/11/10,9:08,8:08,,PHI,10,9,Mon,L 14-17,,37,241,6.51,1
247,MIN,2011,2011/12/24,1:05,1:05,@,WAS,16,15,Sat,W 33-26,,38,241,6.34,2
248,MIN,2014,2014/9/28,4:25,3:25,,ATL,4,4,Sun,W 41-28,,44,241,5.48,4
249,OAK,2009,2009/12/20,4:05,2:05,@,DEN,15,14,Sun,W 20-19,,34,241,7.09,1
250,SDG,2002,2002/9/8,1:04,1:04,@,CIN,1,1,Sun,W 34-6,,45,241,5.36,2
251,SDG,2006,2006/9/17,4:15,1:15,,TEN,2,2,Sun,W 40-7,,37,241,6.51,3
252,BUF,2015,2015/12/20,1:03,1:03,@,WAS,15,14,Sun,L 25-35,,31,240,7.74,1
253,CIN,2002,2002/12/22,1:02,1:02,,NOR,16,15,Sun,W 20-13,,39,240,6.15,2
254,CIN,2003,2003/11/9,1:03,1:03,,HOU,10,9,Sun,W 34-27,,57,240,4.21,3
255,JAX,2000,2000/11/19,8:35,8:35,@,PIT,12,11,Sun,W 34-24,,36,240,6.67,3
256,MIN,2012,2012/12/2,1:02,12:02,@,GNB,13,12,Sun,L 14-23,,28,240,8.57,1
