Rk,Tm,Year,Date,Time,LTime,,Opp,Week,G#,Day,Result,OT,Tot,TO
7990,CAR,2005,2005/9/18,1:02,1:02,,NWE,2,2,Sun,W 27-17,,288,3
7991,CAR,2014,2014/12/28,4:25,4:25,@,ATL,17,16,Sun,W 34-3,,288,3
7992,CAR,2018,2018/10/14,1:00,1:00,@,WAS,6,5,Sun,L 17-23,,288,
7993,CHI,2001,2001/10/14,12:03,12:03,,ARI,5,4,Sun,W 20-13,,288,1
7994,CIN,2012,2012/12/9,1:03,1:03,,DAL,14,13,Sun,L 19-20,,288,1
7995,CIN,2018,2018/12/9,4:05,1:05,@,LAC,14,13,Sun,L 21-26,,288,
7996,CLE,2006,2006/10/8,1:02,1:02,@,CAR,5,5,Sun,L 12-20,,288,
7997,CLE,2009,2009/10/11,1:01,1:01,@,BUF,5,5,Sun,W 6-3,,288,3
7998,CLE,2010,2010/9/12,1:02,1:02,@,TAM,1,1,Sun,L 14-17,,288,2
7999,CLE,2020,2020/12/20,8:20,8:20,@,NYG,15,14,Sun,W 20-6,,288,
8000,IND,2005,2005/11/7,9:08,9:08,@,NWE,9,8,Mon,W 40-21,,288,2
8001,IND,2017,2017/11/5,1:00,12:00,@,HOU,9,9,Sun,W 20-14,,288,1
8002,ARI,2010,2010/12/5,4:15,2:15,,STL,13,12,Sun,L 6-19,,288,1
8003,ARI,2010,2010/12/12,4:15,2:15,,DEN,14,13,Sun,W 43-13,,288,6
8004,ARI,2016,2016/10/2,4:25,1:25,,LAR,4,4,Sun,L 13-17,,288,1
8005,DAL,2015,2015/9/13,8:31,7:31,,NYG,1,1,Sun,W 27-26,,288,
8006,DEN,2010,2010/10/3,1:02,12:02,@,TEN,4,4,Sun,W 26-20,,288,2
8007,DEN,2014,2014/12/14,4:05,1:05,@,SDG,15,14,Sun,W 22-10,,288,2
8008,DEN,2015,2015/10/11,4:25,1:25,@,OAK,5,5,Sun,W 16-10,,288,3
8009,DEN,2020,2020/10/18,1:00,1:00,@,NWE,6,5,Sun,W 18-12,,288,3
8010,DET,2010,2010/11/14,1:02,1:02,@,BUF,10,9,Sun,L 12-14,,288,1
8011,DET,2012,2012/12/9,8:30,7:30,@,GNB,14,13,Sun,L 20-27,,288,1
8012,GNB,2001,2001/9/9,12:02,12:02,,DET,1,1,Sun,W 28-6,,288,3
8013,KAN,2000,2000/12/24,1:05,1:05,@,ATL,17,16,Sun,L 13-29,,288,
8014,KAN,2010,2010/11/28,4:06,1:06,@,SEA,12,11,Sun,W 42-24,,288,3
8015,KAN,2012,2012/9/23,1:02,12:02,@,NOR,3,3,Sun,W 27-24,OT,288,1
8016,KAN,2012,2012/12/23,1:03,12:03,,IND,16,15,Sun,L 13-20,,288,
8017,MIN,2021,2021/10/10,1:00,11:00,,DET,5,5,Sun,W 19-17,,288,2
8018,NOR,2017,2017/9/24,1:00,1:00,@,CAR,3,3,Sun,W 34-13,,288,3
8019,NWE,2001,2001/12/2,1:02,1:02,@,NYJ,12,12,Sun,W 17-16,,288,2
8020,NYG,2003,2003/12/7,1:02,1:02,,WAS,14,13,Sun,L 7-20,,288,
8021,NYG,2009,2009/10/25,8:30,8:30,,ARI,7,7,Sun,L 17-24,,288,2
8022,NYG,2016,2016/9/18,1:03,1:03,,NOR,2,2,Sun,W 16-13,,288,
8023,NYG,2018,2018/12/9,1:00,1:00,@,WAS,14,13,Sun,W 40-16,,288,3
8024,NYJ,2000,2000/12/17,1:02,1:02,,DET,16,15,Sun,L 7-10,,288,1
8025,TEN,2013,2013/12/29,1:02,12:02,,HOU,17,16,Sun,W 16-10,,288,4
8026,TEN,2014,2014/12/18,8:26,8:26,@,JAX,16,15,Thu,L 13-21,,288,
8027,TEN,2019,2019/9/15,1:00,12:00,,IND,2,2,Sun,L 17-19,,288,2
8028,PHI,2016,2016/9/11,1:05,1:05,,CLE,1,1,Sun,W 29-10,,288,1
8029,PIT,2012,2012/12/2,4:25,4:25,@,BAL,13,12,Sun,W 23-20,,288,2
8030,PIT,2017,2017/10/1,1:00,1:00,@,BAL,4,4,Sun,W 26-9,,288,3
8031,LVR,2021,2021/11/21,4:05,1:05,,CIN,11,10,Sun,L 13-32,,288,1
8032,BAL,2005,2005/12/19,9:07,9:07,,GNB,15,14,Mon,W 48-3,,288,5
8033,BAL,2006,2006/9/24,4:06,4:06,@,CLE,3,3,Sun,W 15-14,,288,2
8034,BAL,2010,2010/12/5,8:30,8:30,,PIT,13,12,Sun,L 10-13,,288,1
8035,SDG,2014,2014/9/14,4:05,1:05,,SEA,2,2,Sun,W 30-21,,288,1
8036,SEA,2004,2004/11/21,4:06,1:06,,MIA,11,10,Sun,W 24-17,,288,4
8037,SFO,2016,2016/10/6,8:27,5:27,,ARI,5,5,Thu,L 21-33,,288,
8038,TAM,2014,2014/11/30,1:02,1:02,,CIN,13,12,Sun,L 13-14,,288,3
8039,BUF,2002,2002/10/20,1:03,1:03,@,MIA,7,7,Sun,W 23-10,,287,6
8040,BUF,2003,2003/9/14,1:03,1:03,@,JAX,2,2,Sun,W 38-17,,287,
8041,CAR,2014,2014/12/14,1:03,1:03,,TAM,15,14,Sun,W 19-17,,287,3
8042,CHI,2014,2014/10/12,4:25,4:25,@,ATL,6,6,Sun,W 27-13,,287,1
8043,CHI,2015,2015/10/11,1:02,12:02,@,KAN,5,5,Sun,W 18-17,,287,
8044,CIN,2006,2006/12/24,4:16,2:16,@,DEN,16,15,Sun,L 23-24,,287,2
8045,CLE,2014,2014/11/30,1:02,1:02,@,BUF,13,12,Sun,L 10-26,,287,2
8046,IND,2013,2013/12/22,1:02,12:02,@,KAN,16,15,Sun,W 23-7,,287,3
8047,IND,2014,2014/10/5,1:03,1:03,,BAL,5,5,Sun,W 20-13,,287,3
8048,ARI,2008,2008/10/5,4:16,1:16,,BUF,5,5,Sun,W 41-17,,287,4
8049,ARI,2017,2017/11/9,8:25,6:25,,SEA,10,9,Thu,L 16-22,,287,
8050,DAL,2004,2004/11/21,1:02,1:02,@,BAL,11,10,Sun,L 10-30,,287,2
8051,GNB,2015,2015/11/15,1:04,12:04,,DET,10,9,Sun,L 16-18,,287,1
8052,HOU,2004,2004/10/31,1:02,12:02,,JAX,8,7,Sun,W 20-6,,287,2
8053,NWE,2004,2004/12/5,1:02,1:02,@,CLE,13,12,Sun,W 42-15,,287,4
8054,NYJ,2011,2011/11/6,1:03,1:03,@,BUF,9,8,Sun,W 27-11,,287,3
8055,TEN,2006,2006/11/26,4:15,3:15,,NYG,12,11,Sun,W 24-21,,287,2
8056,TEN,2011,2011/12/18,1:03,1:03,@,IND,15,14,Sun,L 13-27,,287,1
8057,PHI,2000,2000/9/24,1:02,12:02,@,NOR,4,4,Sun,W 21-7,,287,4
8058,PHI,2011,2011/10/16,1:05,1:05,@,WAS,6,6,Sun,W 20-13,,287,4
8059,PHI,2019,2019/9/22,1:00,1:00,,DET,3,3,Sun,L 24-27,,287,
8060,PIT,2011,2011/12/19,9:00,6:00,@,SFO,15,14,Mon,L 3-20,,287,
8061,PIT,2013,2013/10/20,4:25,4:25,,BAL,7,6,Sun,W 19-16,,287,
8062,OAK,2003,2003/11/30,4:15,1:15,,DEN,13,12,Sun,L 8-22,,287,1
8063,STL,2010,2010/10/17,1:00,12:00,,SDG,6,6,Sun,W 20-17,,287,1
8064,SEA,2006,2006/12/31,1:03,1:03,@,TAM,17,16,Sun,W 23-7,,287,2
8065,SEA,2012,2012/11/4,4:06,1:06,,MIN,9,9,Sun,W 30-20,,287,2
8066,SFO,2010,2010/9/20,8:36,5:36,,NOR,2,2,Mon,L 22-25,,287,
8067,SFO,2017,2017/9/10,4:25,1:25,,CAR,1,1,Sun,L 3-23,,287,2
8068,TAM,2005,2005/11/6,1:02,1:02,,CAR,9,8,Sun,L 14-34,,287,
8069,WAS,2001,2001/12/16,4:15,4:15,,PHI,14,13,Sun,L 6-20,,287,4
8070,WAS,2004,2004/9/27,9:10,9:10,,DAL,3,3,Mon,L 18-21,,287,
8071,WAS,2014,2014/12/14,1:02,1:02,@,NYG,15,14,Sun,L 13-24,,287,1
8072,ATL,2019,2019/9/15,8:20,8:20,,PHI,2,2,Sun,W 24-20,,286,3
8073,CHI,2003,2003/12/21,1:03,12:03,,WAS,16,15,Sun,W 27-24,,286,
8074,CHI,2006,2006/9/24,1:05,12:05,@,MIN,3,3,Sun,W 19-16,,286,2
8075,CHI,2006,2006/10/16,8:42,5:42,@,ARI,6,6,Mon,W 24-23,,286,2
8076,CHI,2011,2011/10/16,8:30,7:30,,MIN,6,6,Sun,W 39-10,,286,
8077,CHI,2011,2011/12/18,1:03,12:03,,SEA,15,14,Sun,L 14-38,,286,1
8078,CLE,2000,2000/11/12,1:03,1:03,,NWE,11,11,Sun,W 19-11,,286,4
8079,IND,2000,2000/9/25,9:00,8:00,,JAX,4,3,Mon,W 43-14,,286,2
8080,IND,2019,2019/12/22,1:00,1:00,,CAR,16,15,Sun,W 38-6,,286,3
8081,ARI,2016,2016/10/6,8:27,5:27,@,SFO,5,5,Thu,W 33-21,,286,3
8082,DEN,2020,2020/10/25,4:25,2:25,,KAN,7,6,Sun,L 16-43,,286,1
8083,DET,2000,2000/12/24,1:02,1:02,,CHI,17,16,Sun,L 20-23,,286,2
8084,GNB,2005,2005/10/3,9:07,9:07,@,CAR,4,4,Mon,L 29-32,,286,1
8085,GNB,2010,2010/12/12,1:03,1:03,@,DET,14,13,Sun,L 3-7,,286,2
8086,GNB,2013,2013/10/6,1:02,12:02,,DET,5,4,Sun,W 22-9,,286,
8087,HOU,2012,2012/10/8,8:40,8:40,@,NYJ,5,5,Mon,W 23-17,,286,2
8088,KAN,2005,2005/10/21,7:05,7:05,@,MIA,7,6,Fri,W 30-20,,286,1
8089,MIA,2006,2006/12/17,1:02,1:02,@,BUF,15,14,Sun,L 0-21,,286,2
8090,NWE,2013,2013/9/8,1:02,1:02,@,BUF,1,1,Sun,W 23-21,,286,2
8091,NYG,2016,2016/12/22,8:25,8:25,@,PHI,16,15,Thu,L 19-24,,286,1
8092,NYJ,2009,2009/9/27,1:03,1:03,,TEN,3,3,Sun,W 24-17,,286,4
8093,NYJ,2009,2009/12/27,4:16,4:16,@,IND,16,15,Sun,W 29-15,,286,2
8094,NYJ,2018,2018/12/15,4:30,4:30,,HOU,15,14,Sat,L 22-29,,286,
8095,TEN,2010,2010/9/12,1:02,12:02,,OAK,1,1,Sun,W 38-13,,286,2
8096,OAK,2010,2010/12/5,4:05,1:05,@,SDG,13,12,Sun,W 28-13,,286,2
8097,OAK,2012,2012/10/14,1:01,1:01,@,ATL,6,5,Sun,L 20-23,,286,3
8098,STL,2000,2000/9/24,1:02,1:02,@,ATL,4,4,Sun,W 41-20,,286,4
8099,STL,2003,2003/12/21,1:02,12:02,,CIN,16,15,Sun,W 27-10,,286,3
8100,LAR,2016,2016/12/11,4:25,1:25,,ATL,14,13,Sun,L 14-42,,286,
8101,BAL,2000,2000/11/12,1:03,12:03,@,TEN,11,11,Sun,W 24-23,,286,2
8102,BAL,2009,2009/12/27,1:02,1:02,@,PIT,16,15,Sun,L 20-23,,286,2
8103,BAL,2013,2013/10/20,4:25,4:25,@,PIT,7,7,Sun,L 16-19,,286,1
8104,SDG,2005,2005/10/23,1:02,1:02,@,PHI,7,7,Sun,L 17-20,,286,2
8105,SEA,2003,2003/9/14,4:06,1:06,@,ARI,2,2,Sun,W 38-0,,286,6
8106,SEA,2012,2012/9/30,1:00,12:00,@,STL,4,4,Sun,L 13-19,,286,1
8107,SFO,2007,2007/11/4,1:02,1:02,@,ATL,9,8,Sun,L 16-20,,286,1
8108,TAM,2018,2018/11/11,1:00,1:00,,WAS,10,9,Sun,L 3-16,,286,
8109,WAS,2013,2013/12/1,8:31,8:31,,NYG,13,12,Sun,L 17-24,,286,1
8110,WAS,2017,2017/12/17,1:00,1:00,,ARI,15,14,Sun,W 20-15,,286,2
8111,ATL,2007,2007/12/16,1:03,1:03,@,TAM,15,14,Sun,L 3-37,,285,1
8112,ATL,2013,2013/9/22,4:05,4:05,@,MIA,3,3,Sun,L 23-27,,285,2
8113,BUF,2007,2007/12/9,1:02,1:02,,MIA,14,13,Sun,W 38-17,,285,5
8114,BUF,2011,2011/12/24,1:02,1:02,,DEN,16,15,Sat,W 40-14,,285,3
8115,BUF,2012,2012/12/9,1:02,1:02,,STL,14,13,Sun,L 12-15,,285,1
8116,CAR,2011,2011/12/4,1:02,1:02,@,TAM,13,12,Sun,W 38-19,,285,1
8117,CHI,2015,2015/11/15,1:00,12:00,@,STL,10,9,Sun,W 37-13,,285,2
8118,CIN,2007,2007/12/2,8:24,8:24,@,PIT,13,12,Sun,L 10-24,,285,4
8119,CIN,2011,2011/9/11,1:06,1:06,@,CLE,1,1,Sun,W 27-17,,285,1
8120,CLE,2011,2011/9/18,1:02,1:02,@,IND,2,2,Sun,W 27-19,,285,2
8121,IND,2002,2002/11/24,8:36,6:36,@,DEN,12,11,Sun,W 23-20,OT,285,2
8122,ARI,2003,2003/10/12,4:16,1:16,,BAL,6,6,Sun,L 18-26,,285,
8123,ARI,2020,2020/10/11,1:00,1:00,@,NYJ,5,5,Sun,W 30-10,,285,
8124,DAL,2001,2001/12/30,1:03,12:03,,SFO,16,15,Sun,W 27-21,,285,1
8125,DAL,2003,2003/9/28,4:15,4:15,@,NYJ,4,3,Sun,W 17-6,,285,2
8126,DAL,2017,2017/10/29,4:25,4:25,@,WAS,8,7,Sun,W 33-19,,285,3
8127,DEN,2003,2003/9/28,4:15,2:15,,DET,4,4,Sun,W 20-16,,285,
8128,DEN,2005,2005/9/26,9:07,7:07,,KAN,3,3,Mon,W 30-10,,285,1
8129,DET,2005,2005/11/6,1:05,12:05,@,MIN,9,8,Sun,L 14-27,,285,1
8130,DET,2016,2016/11/20,1:00,1:00,,JAX,11,10,Sun,W 26-19,,285,3
8131,GNB,2003,2003/11/16,4:15,4:15,@,TAM,11,10,Sun,W 20-13,,285,3
8132,GNB,2007,2007/10/7,8:24,7:24,,CHI,5,5,Sun,L 20-27,,285,1
8133,GNB,2013,2013/12/8,1:02,12:02,,ATL,14,13,Sun,W 22-21,,285,2
8134,HOU,2006,2006/11/5,1:02,1:02,@,NYG,9,8,Sun,L 10-14,,285,1
8135,HOU,2007,2007/10/7,1:02,12:02,,MIA,5,5,Sun,W 22-19,,285,1
8136,HOU,2011,2011/12/11,1:02,1:02,@,CIN,14,13,Sun,W 20-19,,285,2
8137,JAX,2008,2008/9/14,1:03,1:03,,BUF,2,2,Sun,L 16-20,,285,1
8138,KAN,2016,2016/10/16,4:05,1:05,@,OAK,6,5,Sun,W 26-10,,285,2
8139,KAN,2020,2020/12/20,4:25,3:25,@,NOR,15,14,Sun,W 32-29,,285,1
8140,MIA,2001,2001/12/16,4:07,1:07,@,SFO,14,13,Sun,L 0-21,,285,
8141,MIA,2003,2003/12/28,1:03,1:03,,NYJ,17,16,Sun,W 23-21,,285,
8142,MIA,2004,2004/12/26,8:37,8:37,,CLE,16,15,Sun,W 10-7,,285,4
8143,NOR,2005,2006/1/1,1:02,1:02,@,TAM,17,16,Sun,L 13-27,,285,
8144,NWE,2007,2007/10/14,4:17,3:17,@,DAL,6,6,Sun,W 48-27,,285,1
8145,NYG,2001,2001/12/15,1:37,1:37,,ARI,14,13,Sat,W 17-13,,285,1
8146,NYG,2003,2003/10/5,1:03,1:03,,MIA,5,4,Sun,L 10-23,,285,1
8147,NYG,2004,2004/9/26,1:02,1:02,,CLE,3,3,Sun,W 27-10,,285,3
8148,NYJ,2005,2005/10/9,1:03,1:03,,TAM,5,5,Sun,W 14-12,,285,1
8149,TEN,2008,2008/10/5,1:02,1:02,@,BAL,5,5,Sun,W 13-10,,285,2
8150,PHI,2006,2006/10/29,1:07,1:07,,JAX,8,8,Sun,L 6-13,,285,1
8151,BAL,2021,2021/9/26,1:00,1:00,@,DET,3,3,Sun,W 19-17,,285,
8152,SFO,2008,2008/9/7,4:16,1:16,,ARI,1,1,Sun,L 13-23,,285,
8153,TAM,2010,2010/10/24,1:02,1:02,,STL,7,6,Sun,W 18-17,,285,1
8154,TAM,2012,2012/12/23,1:03,1:03,,STL,16,15,Sun,L 13-28,,285,2
8155,ATL,2000,2000/9/17,1:02,1:02,@,CAR,3,3,Sun,W 15-10,,284,4
8156,CHI,2010,2011/1/2,4:15,3:15,@,GNB,17,16,Sun,L 3-10,,284,2
8157,CIN,2012,2012/11/18,1:03,12:03,@,KAN,11,10,Sun,W 28-6,,284,1
8158,CLE,2011,2011/12/24,1:03,1:03,@,BAL,16,15,Sat,L 14-20,,284,1
8159,CLE,2017,2017/11/19,1:00,1:00,,JAX,11,10,Sun,L 7-19,,284,1
8160,CLE,2019,2019/11/24,1:00,1:00,,MIA,12,11,Sun,W 41-24,,284,2
8161,DAL,2004,2004/10/31,1:03,12:03,,DET,8,7,Sun,W 31-21,,284,1
8162,DEN,2007,2007/11/11,1:00,12:00,@,KAN,10,9,Sun,W 27-11,,284,4
8163,DEN,2012,2012/9/9,8:31,6:31,,PIT,1,1,Sun,W 31-19,,284,1
8164,DET,2017,2017/10/1,1:00,3:00,@,MIN,4,4,Sun,W 14-7,,284,3
8165,GNB,2009,2009/11/22,1:02,12:02,,SFO,11,10,Sun,W 30-24,,284,1
8166,GNB,2016,2016/9/18,8:32,7:32,@,MIN,2,2,Sun,L 14-17,,284,1
8167,HOU,2013,2013/10/6,8:31,5:31,@,SFO,5,5,Sun,L 3-34,,284,
8168,JAX,2009,2009/11/29,4:05,1:05,@,SFO,12,11,Sun,L 3-20,,284,
8169,JAX,2016,2016/10/2,9:35,2:35,,IND,4,4,Sun,W 30-27,,284,1
8170,MIN,2001,2001/9/23,12:12,12:12,@,CHI,2,2,Sun,L 10-17,,284,1
8171,NOR,2007,2007/9/24,8:40,7:40,,TEN,3,3,Mon,L 14-31,,284,1
8172,NOR,2018,2018/11/11,1:00,1:00,@,CIN,10,9,Sun,W 51-14,,284,2
8173,NWE,2006,2006/10/30,8:38,7:38,@,MIN,8,7,Mon,W 31-7,,284,4
8174,NWE,2008,2008/9/7,1:02,1:02,,KAN,1,1,Sun,W 17-10,,284,1
8175,NWE,2012,2012/9/9,1:03,12:03,@,TEN,1,1,Sun,W 34-13,,284,2
8176,NWE,2016,2016/9/22,8:26,8:26,,HOU,3,3,Thu,W 27-0,,284,3
8177,NYG,2007,2007/10/15,8:40,8:40,@,ATL,6,6,Mon,W 31-10,,284,1
8178,NYG,2016,2017/1/1,4:25,4:25,@,WAS,17,16,Sun,W 19-10,,284,3
8179,NYJ,2006,2006/11/19,1:04,1:04,,CHI,11,10,Sun,L 0-10,,284,
8180,NYJ,2015,2015/12/27,1:02,1:02,,NWE,16,15,Sun,W 26-20,OT,284,1
8181,TEN,2017,2017/10/22,1:00,1:00,@,CLE,7,7,Sun,W 12-9,OT,284,3
8182,TEN,2018,2018/11/11,1:00,12:00,,NWE,10,9,Sun,W 34-10,,284,
8183,PHI,2009,2009/11/22,8:30,7:30,@,CHI,11,10,Sun,W 24-20,,284,1
8184,PHI,2016,2016/9/19,8:30,7:30,@,CHI,2,2,Mon,W 29-14,,284,3
8185,OAK,2003,2003/10/12,1:03,1:03,@,CLE,6,6,Sun,L 7-13,,284,1
8186,OAK,2019,2019/12/22,4:05,1:05,@,LAC,16,15,Sun,W 24-17,,284,
8187,BAL,2006,2006/10/1,1:02,1:02,,SDG,4,4,Sun,W 16-13,,284,1
8188,BAL,2018,2018/9/30,8:20,8:20,@,PIT,4,4,Sun,W 26-14,,284,2
8189,SDG,2009,2009/11/29,4:05,1:05,,KAN,12,11,Sun,W 43-14,,284,4
8190,SDG,2015,2015/9/27,1:02,12:02,@,MIN,3,3,Sun,L 14-31,,284,1
8191,SEA,2007,2007/9/9,4:15,1:15,,TAM,1,1,Sun,W 20-6,,284,2
8192,SFO,2005,2006/1/1,4:05,1:05,,HOU,17,16,Sun,W 20-17,OT,284,2
8193,ATL,2013,2013/12/29,1:05,1:05,,CAR,17,16,Sun,L 20-21,,283,2
8194,BUF,2010,2010/11/7,1:02,1:02,,CHI,9,8,Sun,L 19-22,,283,1
8195,CAR,2003,2003/11/30,1:02,1:02,,PHI,13,12,Sun,L 16-25,,283,2
8196,CAR,2004,2004/10/17,1:04,1:04,@,PHI,6,5,Sun,L 8-30,,283,1
8197,CAR,2009,2009/11/29,1:02,1:02,@,NYJ,12,11,Sun,L 6-17,,283,3
8198,CHI,2003,2003/10/12,1:03,12:03,@,NOR,6,5,Sun,L 13-20,,283,
8199,CHI,2005,2005/10/16,1:03,12:03,,MIN,6,5,Sun,W 28-3,,283,2
8200,CHI,2005,2005/11/6,4:05,3:05,@,NOR,9,8,Sun,W 20-17,,283,4
8201,CHI,2019,2019/11/17,8:20,5:20,@,LAR,11,10,Sun,L 7-17,,283,2
8202,CLE,2010,2010/11/7,1:02,1:02,,NWE,9,8,Sun,W 34-14,,283,3
8203,IND,2011,2011/12/22,8:29,8:29,,HOU,16,15,Thu,W 19-16,,283,1
8204,IND,2020,2021/1/3,4:25,4:25,,JAX,17,16,Sun,W 28-14,,283,1
8205,ARI,2004,2004/9/26,1:05,1:05,@,ATL,3,3,Sun,L 3-6,,283,4
8206,DAL,2009,2009/11/15,4:15,3:15,@,GNB,10,9,Sun,L 7-17,,283,
8207,DAL,2019,2019/9/22,1:00,12:00,,MIA,3,3,Sun,W 31-6,,283,1
8208,DAL,2019,2019/10/20,8:20,7:20,,PHI,7,7,Sun,W 37-10,,283,4
8209,DET,2018,2018/11/4,1:00,3:00,@,MIN,9,8,Sun,L 9-24,,283,2
8210,GNB,2007,2007/9/9,1:02,12:02,,PHI,1,1,Sun,W 16-13,,283,3
8211,HOU,2018,2018/9/16,1:00,12:00,@,TEN,2,2,Sun,L 17-20,,283,
8212,JAX,2010,2010/11/21,1:03,1:03,,CLE,11,10,Sun,W 24-20,,283,1
8213,JAX,2011,2011/9/18,1:02,1:02,@,NYJ,2,2,Sun,L 3-32,,283,2
8214,JAX,2016,2016/9/25,1:02,1:02,,BAL,3,3,Sun,L 17-19,,283,3
8215,MIN,2004,2004/10/31,1:00,12:00,,NYG,8,7,Sun,L 13-34,,283,
8216,NOR,2002,2002/12/1,8:37,7:37,,TAM,13,12,Sun,W 23-20,,283,3
8217,NOR,2004,2004/12/19,4:05,4:05,@,TAM,15,14,Sun,W 21-17,,283,4
8218,NOR,2012,2012/11/29,8:29,8:29,@,ATL,13,12,Thu,L 13-23,,283,1
8219,NOR,2018,2018/10/8,8:15,7:15,,WAS,5,5,Mon,W 43-19,,283,2
8220,NOR,2020,2020/10/25,1:00,12:00,,CAR,7,6,Sun,W 27-24,,283,
8221,NWE,2002,2002/9/9,9:12,9:12,,PIT,1,1,Mon,W 30-14,,283,5
8222,NWE,2006,2006/10/8,1:02,1:02,,MIA,5,5,Sun,W 20-10,,283,3
8223,NWE,2007,2007/10/1,8:40,8:40,@,CIN,4,4,Mon,W 34-13,,283,2
8224,NYJ,2013,2013/12/22,1:02,1:02,,CLE,16,15,Sun,W 24-13,,283,2
8225,OAK,2000,2000/10/22,4:05,1:05,,SEA,8,7,Sun,W 31-3,,283,3
8226,OAK,2006,2006/10/1,4:15,1:15,,CLE,4,3,Sun,L 21-24,,283,3
8227,OAK,2009,2009/10/18,4:05,1:05,,PHI,6,6,Sun,W 13-9,,283,
8228,STL,2006,2006/11/12,4:17,1:17,@,SEA,10,9,Sun,L 22-24,,283,2
8229,STL,2011,2011/10/30,1:00,12:00,,NOR,8,7,Sun,W 31-21,,283,2
8230,STL,2011,2011/12/18,1:00,12:00,,CIN,15,14,Sun,L 13-20,,283,1
8231,LAR,2017,2017/11/12,4:05,1:05,,HOU,10,9,Sun,W 33-7,,283,4
8232,BAL,2002,2002/10/27,1:02,1:02,,PIT,8,7,Sun,L 18-31,,283,1
8233,SEA,2010,2010/12/5,4:16,1:16,,CAR,13,12,Sun,W 31-14,,283,1
8234,SEA,2016,2016/9/18,4:08,1:08,@,LAR,2,2,Sun,L 3-9,,283,
8235,SFO,2009,2009/9/20,4:05,1:05,,SEA,2,2,Sun,W 23-10,,283,1
8236,SFO,2019,2019/12/1,1:00,1:00,@,BAL,13,12,Sun,L 17-20,,283,1
8237,TAM,2000,2000/11/5,1:02,1:02,@,ATL,10,9,Sun,W 27-14,,283,4
8238,TAM,2016,2016/11/13,1:00,1:00,,CHI,10,9,Sun,W 36-10,,283,4
8239,WAS,2003,2003/9/14,1:03,1:03,@,ATL,2,2,Sun,W 33-31,,283,2
8240,WAS,2019,2019/10/20,1:00,1:00,,SFO,7,7,Sun,L 0-9,,283,1
8241,BUF,2002,2002/10/27,1:02,1:02,,DET,8,8,Sun,W 24-17,,282,1
8242,BUF,2004,2004/11/7,1:02,1:02,,NYJ,9,8,Sun,W 22-17,,282,2
8243,BUF,2006,2006/9/17,1:03,1:03,@,MIA,2,2,Sun,W 16-6,,282,1
8244,CAR,2007,2007/12/16,1:02,1:02,,SEA,15,14,Sun,W 13-10,,282,1
8245,CAR,2010,2010/10/24,1:03,1:03,,SFO,7,6,Sun,W 23-20,,282,1
8246,CHI,2003,2003/12/28,1:00,12:00,@,KAN,17,16,Sun,L 3-31,,282,1
8247,CHI,2017,2017/9/24,1:00,12:00,,PIT,3,3,Sun,W 23-17,OT,282,2
8248,CIN,2008,2008/11/2,1:02,1:02,,JAX,9,9,Sun,W 21-19,,282,1
8249,CLE,2001,2001/12/16,1:03,1:03,,JAX,14,13,Sun,L 10-15,,282,3
8250,CLE,2012,2012/11/4,1:03,1:03,,BAL,9,9,Sun,L 15-25,,282,
8251,IND,2003,2003/11/30,1:00,1:00,,NWE,13,12,Sun,L 34-38,,282,3
8252,IND,2016,2016/12/18,1:00,3:00,@,MIN,15,14,Sun,W 34-6,,282,3
8253,ARI,2007,2007/9/30,4:15,1:15,,PIT,4,4,Sun,W 21-14,,282,2
8254,ARI,2009,2009/12/20,1:02,1:02,@,DET,15,14,Sun,W 31-24,,282,3
8255,DAL,2019,2019/11/24,4:25,4:25,@,NWE,12,11,Sun,L 9-13,,282,
8256,GNB,2003,2003/11/10,9:08,8:08,,PHI,10,9,Mon,L 14-17,,282,
8257,GNB,2021,2021/10/3,4:25,3:25,,PIT,4,4,Sun,W 27-17,,282,2
8258,HOU,2009,2009/12/13,1:02,12:02,,SEA,14,13,Sun,W 34-7,,282,1
8259,HOU,2016,2016/9/22,8:26,8:26,@,NWE,3,3,Thu,L 0-27,,282,
8260,JAX,2003,2003/11/23,1:03,1:03,@,NYJ,12,11,Sun,L 10-13,,282,1
8261,KAN,2014,2014/12/21,1:02,1:02,@,PIT,16,15,Sun,L 12-20,,282,
8262,MIA,2010,2010/12/19,1:02,1:02,,BUF,15,14,Sun,L 14-17,,282,1
8263,MIA,2018,2018/11/4,1:00,1:00,,NYJ,9,9,Sun,W 13-6,,282,4
8264,MIN,2007,2007/12/9,4:05,1:05,@,SFO,14,13,Sun,W 27-7,,282,5
8265,NWE,2015,2015/12/20,1:02,1:02,,TEN,15,14,Sun,W 33-16,,282,3
8266,NYJ,2010,2010/9/13,7:26,7:26,,BAL,1,1,Mon,L 9-10,,282,3
8267,TEN,2001,2001/12/2,1:02,1:02,@,CLE,12,11,Sun,W 31-15,,282,3
8268,TEN,2003,2003/11/23,4:15,4:15,@,ATL,12,11,Sun,W 38-31,,282,2
8269,PHI,2008,2008/11/16,1:03,1:03,@,CIN,11,10,Sun,T 13-13,OT,282,1
8270,PHI,2016,2016/10/23,1:02,1:02,,MIN,7,6,Sun,W 21-10,,282,4
8271,PIT,2003,2003/9/14,1:00,12:00,@,KAN,2,2,Sun,L 20-41,,282,2
8272,PIT,2008,2008/10/26,4:15,4:15,,NYG,8,7,Sun,L 14-21,,282,
